Unnamed: 0,Source,Target,Type,Weight,book,group
1409,Emhyr,Assire,Undirected,3,5,2
1410,Cahir,Assire,Undirected,2,5,2
1411,Assire,Cahir,Undirected,1,5,2
1412,Cahir,Fringilla,Undirected,1,5,2
1413,Cahir,Seven,Undirected,2,5,2
1414,Milva,Cahir,Undirected,19,5,2
1415,Milva,Seven,Undirected,1,5,2
1416,Seven,Milva,Undirected,4,5,2
1417,Vissegerd,Dandelion,Undirected,3,5,1
1418,Dandelion,Gar,Undirected,1,5,1
1419,Vissegerd,Gar,Undirected,1,5,2
1420,Gar,Geralt,Undirected,1,5,1
1421,Gar,Vissegerd,Undirected,1,5,2
1422,Geralt,Yennefer,Undirected,4,5,1
1423,Dandelion,Seven,Undirected,3,5,1
1424,Geralt,Seven,Undirected,3,5,1
1425,Seven,Dandelion,Undirected,2,5,1
1426,Seven,Cahir,Undirected,1,5,2
1427,Dandelion,Cahir,Undirected,21,5,1
1428,Philippa,Dandelion,Undirected,1,5,1
1429,Milva,Emiel,Undirected,1,5,2
1430,Cahir,Geralt,Undirected,25,5,1
1431,Kayleigh,Mistle,Undirected,1,5,2
1432,Mistle,Kayleigh,Undirected,1,5,2
1433,Falka,Mistle,Undirected,3,5,2
1434,Mistle,Cahir,Undirected,1,5,2
1435,Milva,Yennefer,Undirected,1,5,1
1436,Dandelion,Yennefer,Undirected,1,5,1
1437,Ciri,Mistle,Undirected,4,5,1
1438,Vattier,Ida,Undirected,1,5,2
1439,Ida,Francesca,Undirected,1,5,2
1440,Ida,Henselt,Undirected,1,5,2
1441,Francesca,Henselt,Undirected,1,5,2
1442,Francesca,Ida,Undirected,1,5,2
1443,Philippa,Ida,Undirected,4,5,1
1444,Margarita,Sabrina,Undirected,3,5,2
1445,Margarita,Ida,Undirected,1,5,2
1446,Margarita,Ithlinne,Undirected,1,5,2
1447,Philippa,Ithlinne,Undirected,1,5,1
1448,Sabrina,Ida,Undirected,2,5,2
1449,Sabrina,Ithlinne,Undirected,1,5,2
1450,Ida,Ithlinne,Undirected,1,5,2
1451,Ithlinne,Francesca,Undirected,1,5,2
1452,Francesca,Yennefer,Undirected,6,5,1
1453,Yennefer,Francesca,Undirected,10,5,1
1454,Yennefer,Gar,Undirected,2,5,1
1455,Francesca,Gar,Undirected,1,5,2
1456,Francesca,Ciri,Undirected,2,5,1
1457,Gar,Ciri,Undirected,1,5,1
1458,Gar,Yennefer,Undirected,1,5,1
1459,Ciri,Yennefer,Undirected,10,5,1
1460,Ciri,Francesca,Undirected,3,5,1
1461,Yennefer,Vilgefortz,Undirected,2,5,1
1462,Yennefer,Tissaia,Undirected,1,5,1
1463,Francesca,Vilgefortz,Undirected,1,5,2
1464,Francesca,Tissaia,Undirected,1,5,2
1465,Vilgefortz,Tissaia,Undirected,1,5,2
1466,Vilgefortz,Francesca,Undirected,1,5,2
1467,Tissaia,Francesca,Undirected,1,5,2
1468,Geralt,Francesca,Undirected,1,5,1
1469,Keira,Ciri,Undirected,1,5,1
1470,Ciri,Vilgefortz,Undirected,4,5,1
1471,Vilgefortz,Yennefer,Undirected,4,5,1
1472,Yennefer,Triss,Undirected,4,5,1
1473,Yennefer,Philippa,Undirected,7,5,1
1474,Yennefer,Ciri,Undirected,7,5,1
1475,Ciri,Philippa,Undirected,1,5,1
1476,Philippa,Ciri,Undirected,3,5,1
1477,Fringilla,Philippa,Undirected,7,5,1
1478,Philippa,Fringilla,Undirected,6,5,1
1479,Fringilla,Triss,Undirected,2,5,2
1480,Sabrina,Fringilla,Undirected,2,5,2
1481,Fringilla,Sabrina,Undirected,1,5,2
1482,Fringilla,Keira,Undirected,1,5,2
1483,Sabrina,Keira,Undirected,1,5,2
1484,Sabrina,Triss,Undirected,2,5,2
1485,Yennefer,Keira,Undirected,1,5,1
1486,Keira,Fringilla,Undirected,1,5,2
1487,Keira,Ida,Undirected,1,5,2
1488,Triss,Fringilla,Undirected,1,5,2
1489,Triss,Ida,Undirected,1,5,2
1490,Triss,Blue,Undirected,1,5,2
1491,Philippa,Blue,Undirected,1,5,1
1492,Philippa,Aen,Undirected,1,5,1
1493,Fringilla,Ida,Undirected,2,5,2
1494,Fringilla,Blue,Undirected,1,5,2
1495,Fringilla,Aen,Undirected,2,5,2
1496,Ida,Blue,Undirected,1,5,2
1497,Ida,Aen,Undirected,2,5,2
1498,Blue,Aen,Undirected,2,5,2
1499,Blue,Ida,Undirected,1,5,2
1500,Aen,Ida,Undirected,2,5,2
1501,Aen,Fringilla,Undirected,1,5,2
1502,Ida,Fringilla,Undirected,1,5,2
1503,Fringilla,Yennefer,Undirected,8,5,1
1504,Yennefer,Fringilla,Undirected,12,5,1
1505,Philippa,Yennefer,Undirected,4,5,1
1506,Ciri,Iskra,Undirected,3,5,1
1507,Iskra,Ciri,Undirected,1,5,1
1508,Ciri,Asse,Undirected,1,5,1
1509,Asse,Ciri,Undirected,1,5,1
1510,Iskra,Kayleigh,Undirected,1,5,2
1511,Baron,Philippa,Undirected,1,5,1
1512,Fringilla,Ciri,Undirected,1,5,1
1513,Assire,Ciri,Undirected,1,5,1
1514,Assire,Yennefer,Undirected,5,5,1
1515,Yennefer,Assire,Undirected,4,5,1
1516,Triss,Assire,Undirected,1,5,2
1517,Assire,Rience,Undirected,1,5,2
1518,Rience,Ciri,Undirected,1,5,1
1519,Tissaia,Ida,Undirected,1,5,2
1520,Ida,Sabrina,Undirected,1,5,2
1521,Ida,Assire,Undirected,1,5,2
1522,Ida,Philippa,Undirected,1,5,1
1523,Keira,Francesca,Undirected,1,5,2
1524,Francesca,Falka,Undirected,3,5,2
1525,Falka,Sabrina,Undirected,1,5,2
1526,Falka,Assire,Undirected,1,5,2
1527,Falka,Francesca,Undirected,1,5,2
1528,Sabrina,Falka,Undirected,1,5,2
1529,Assire,Falka,Undirected,2,5,2
1530,Falka,Yennefer,Undirected,1,5,1
1531,Philippa,Falka,Undirected,2,5,1
1532,Falka,Anna,Undirected,1,5,2
1533,Ciri,Anna,Undirected,1,5,1
1534,Anna,Beau,Undirected,1,5,2
1535,Anna,Francesca,Undirected,1,5,2
1536,Beau,Francesca,Undirected,1,5,2
1537,Sabrina,Adalia,Undirected,1,5,2
1538,Adalia,Assire,Undirected,2,5,2
1539,Francesca,Adalia,Undirected,1,5,2
1540,Assire,Adalia,Undirected,2,5,2
1541,Adalia,Yennefer,Undirected,2,5,1
1542,Adalia,Calanthe,Undirected,1,5,2
1543,Adalia,Margarita,Undirected,1,5,2
1544,Adalia,Anna,Undirected,1,5,2
1545,Calanthe,Margarita,Undirected,1,5,2
1546,Calanthe,Anna,Undirected,1,5,2
1547,Margarita,Anna,Undirected,1,5,2
1548,Anna,Assire,Undirected,1,5,2
1549,Geralt,Fringilla,Undirected,1,5,1
1550,Ciri,Sabrina,Undirected,4,5,1
1551,Triss,Emhyr,Undirected,1,5,2
1552,Emhyr,Keira,Undirected,2,5,2
1553,Emhyr,Yennefer,Undirected,1,5,1
1554,Triss,Yennefer,Undirected,3,5,1
1555,Vilgefortz,Sir,Undirected,3,5,2
1556,Vilgefortz,Ida,Undirected,2,5,2
1557,Ida,Yennefer,Undirected,1,5,1
1558,Ida,Margarita,Undirected,1,5,2
1559,Ida,Ciri,Undirected,2,5,1
1560,Yennefer,Margarita,Undirected,1,5,1
1561,Yennefer,Sabrina,Undirected,2,5,1
1562,Margarita,Ciri,Undirected,2,5,1
1563,Margarita,Vilgefortz,Undirected,1,5,2
1564,Sabrina,Vilgefortz,Undirected,1,5,2
1565,Triss,Geralt,Undirected,1,5,1
1566,Sabrina,Yennefer,Undirected,1,5,1
1567,Sabrina,Ciri,Undirected,1,5,1
1568,Fringilla,Two,Undirected,1,5,2
1569,Two,Seven,Undirected,1,5,2
1570,Two,Connor,Undirected,1,5,2
1571,Seven,Connor,Undirected,1,5,2
1572,Vilgefortz,Ciri,Undirected,1,5,1
1573,Geralt,Forest,Undirected,1,5,1
1574,Emiel,Roach,Undirected,1,5,2
1575,Roach,Cahir,Undirected,1,5,2
1576,Geralt,Blue,Undirected,1,5,1
1577,Milva,Blue,Undirected,1,5,2
1578,Blue,Cahir,Undirected,2,5,2
1579,Blue,Milva,Undirected,1,5,2
1580,King,Dandelion,Undirected,1,5,1
1581,Geralt,Ethain,Undirected,1,5,1
1582,Ethain,Cahir,Undirected,2,5,2
1583,Ethain,Dandelion,Undirected,1,5,1
1584,Ciri,Zoltan,Undirected,2,5,1
1585,Cahir,Vissegerd,Undirected,1,5,2
1586,Geralt,Vesemir,Undirected,1,5,1
1587,Geralt,Dyffryn,Undirected,1,5,1
1588,Vesemir,Dandelion,Undirected,1,5,1
1589,Vesemir,Cahir,Undirected,1,5,1
1590,Vesemir,Dyffryn,Undirected,1,5,1
1591,Dandelion,Dyffryn,Undirected,1,5,1
1592,Cahir,Dyffryn,Undirected,1,5,2
1593,Dyffryn,Dandelion,Undirected,1,5,1
1594,Cahir,Roach,Undirected,1,5,2
1595,Cahir,Two,Undirected,1,5,2
1596,Roach,Milva,Undirected,1,5,2
1597,Meve,Geralt,Undirected,5,5,1
1598,Geralt,Meve,Undirected,3,5,1
1599,Meve,Milva,Undirected,1,5,2
1600,Milva,Meve,Undirected,1,5,2
