,Unnamed: 0,Source,Target,Type,Weight,book,group
60,1661,Geralt,King,Undirected,1.0,6,1
61,1662,Geralt,Ciri,Undirected,8.5,6,1
63,1664,Geralt,Forest,Undirected,1.5,6,1
64,1665,Geralt,Yennefer,Undirected,3.5,6,1
65,1666,Yennefer,Triss,Undirected,2.5,6,1
66,1667,Yennefer,Crach,Undirected,10.5,6,1
67,1668,Dandelion,Ciri,Undirected,1.5,6,1
68,1669,Milva,Dandelion,Undirected,7.5,6,1
69,1670,Cahir,Dandelion,Undirected,4.0,6,1
70,1671,Geralt,Dandelion,Undirected,8.5,6,1
72,1673,Dandelion,Count,Undirected,1.0,6,1
74,1675,Milva,Ciri,Undirected,1.0,6,1
78,1679,Ciri,Cahir,Undirected,6.0,6,1
79,1680,Calanthe,Cahir,Undirected,1.0,6,2
80,1681,Vattier,Emhyr,Undirected,2.0,6,2
81,1682,Vattier,Cahir,Undirected,2.0,6,2
82,1683,Vattier,Ceallach,Undirected,1.5,6,2
83,1684,Cahir,Ceallach,Undirected,1.0,6,2
86,1687,Vattier,Vilgefortz,Undirected,2.5,6,2
87,1688,Vattier,Rience,Undirected,6.5,6,2
88,1689,Rience,Vilgefortz,Undirected,10.5,6,2
92,1693,Ceallach,Rience,Undirected,2.0,6,2
93,1694,Ceallach,Meve,Undirected,1.0,6,2
94,1695,Meve,Rience,Undirected,1.0,6,2
95,1696,Meve,Cahir,Undirected,1.0,6,2
96,1697,Rience,Cahir,Undirected,1.0,6,2
97,1698,Vattier,Stefan,Undirected,2.0,6,2
98,1699,Rience,Stefan,Undirected,2.0,6,2
99,1700,Vattier,Carthia,Undirected,1.5,6,2
104,1705,Cahir,Forest,Undirected,1.0,6,2
106,1707,Forest,Ciri,Undirected,1.0,6,1
110,1711,Falka,Joanna,Undirected,1.0,6,2
113,1714,Kelpie,Baron,Undirected,1.0,6,2
114,1715,Emhyr,Leo,Undirected,1.0,6,2
115,1716,Leo,Ciri,Undirected,2.0,6,1
116,1717,Ciri,Windsor,Undirected,3.0,6,1
118,1719,Windsor,Baron,Undirected,2.0,6,2
120,1721,Leo,Falka,Undirected,1.0,6,2
122,1723,Windsor,Leo,Undirected,1.0,6,2
123,1724,Falka,Windsor,Undirected,1.5,6,2
125,1726,Stavro,Baron,Undirected,3.0,6,2
126,1727,Stavro,Ciri,Undirected,4.5,6,1
128,1729,Little,Stavro,Undirected,1.0,6,2
129,1730,Stavro,Falka,Undirected,1.0,6,2
130,1731,Windsor,Stavro,Undirected,1.0,6,2
132,1733,Beau,Geralt,Undirected,2.5,6,1
133,1734,Dandelion,Vissegerd,Undirected,2.0,6,1
134,1735,Vissegerd,Meve,Undirected,1.0,6,2
135,1736,Cahir,Beau,Undirected,1.0,6,2
136,1737,Beau,Ciri,Undirected,1.0,6,1
137,1738,Emhyr,Cahir,Undirected,1.0,6,2
138,1739,Emhyr,Geralt,Undirected,2.0,6,1
139,1740,Two,Cahir,Undirected,1.0,6,2
140,1741,Yennefer,Vysogota,Undirected,1.0,6,1
141,1742,Geralt,Vysogota,Undirected,1.0,6,1
142,1743,Geralt,Golan,Undirected,1.0,6,1
144,1745,Two,Geralt,Undirected,3.0,6,1
146,1747,Sword,Geralt,Undirected,1.0,6,1
147,1748,Codringher,Geralt,Undirected,1.0,6,1
149,1750,Geralt,Vilgefortz,Undirected,1.0,6,1
150,1751,Codringher,Vilgefortz,Undirected,1.0,6,2
152,1753,Geralt,Emiel,Undirected,1.0,6,1
153,1754,Geralt,Aen,Undirected,1.0,6,1
154,1755,Aen,Ithlinne,Undirected,1.0,6,2
155,1756,Geralt,Ithlinne,Undirected,1.0,6,1
156,1757,Geralt,Julia,Undirected,1.0,6,1
157,1758,Julia,Baron,Undirected,1.5,6,2
158,1759,Julia,Two,Undirected,1.0,6,2
159,1760,Baron,Two,Undirected,1.0,6,2
160,1761,Baron,Dandelion,Undirected,1.0,6,1
162,1763,Dandelion,Julia,Undirected,3.0,6,1
163,1764,Julia,Beau,Undirected,1.0,6,2
164,1765,Beau,Baron,Undirected,1.0,6,2
165,1766,Geralt,Baron,Undirected,3.0,6,1
166,1767,Baron,Anna,Undirected,1.0,6,2
167,1768,Anna,Geralt,Undirected,1.0,6,1
168,1769,Milva,Beau,Undirected,1.0,6,2
169,1770,Dandelion,Beau,Undirected,1.0,6,1
173,1774,Milva,Emiel,Undirected,1.0,6,2
175,1776,Count,Radovid,Undirected,2.0,6,2
177,1778,Radovid,King,Undirected,3.0,6,2
178,1779,Baron,Count,Undirected,1.0,6,2
179,1780,Esterad,Zuleyka,Undirected,6.5,6,2
180,1781,Esterad,King,Undirected,3.5,6,2
181,1782,King,Zuleyka,Undirected,2.0,6,2
182,1783,King,Philippa,Undirected,1.0,6,1
184,1785,King,Blue,Undirected,1.0,6,2
185,1786,Blue,Esterad,Undirected,1.0,6,2
186,1787,Emhyr,King,Undirected,1.5,6,2
187,1788,King,Demavend,Undirected,1.0,6,2
188,1789,King,Henselt,Undirected,1.0,6,2
190,1791,Demavend,Henselt,Undirected,1.0,6,2
192,1793,Demavend,Emhyr,Undirected,1.0,6,2
193,1794,Demavend,Foltest,Undirected,1.0,6,1
195,1796,Henselt,Emhyr,Undirected,1.0,6,2
196,1797,Henselt,Foltest,Undirected,1.0,6,1
197,1798,King,Foltest,Undirected,2.0,6,1
198,1799,Emhyr,Foltest,Undirected,4.0,6,1
199,1800,Carthia,Assire,Undirected,2.0,6,2
200,1801,Assire,Vattier,Undirected,4.0,6,2
202,1803,Assire,Menno,Undirected,1.0,6,2
205,1806,Assire,Emhyr,Undirected,1.0,6,2
206,1807,Assire,Fringilla,Undirected,2.0,6,2
208,1809,Assire,Philippa,Undirected,2.5,6,1
210,1811,Fergus,Emhyr,Undirected,1.0,6,2
211,1812,Emhyr,Esterad,Undirected,2.0,6,2
212,1813,Foltest,Esterad,Undirected,1.0,6,1
214,1815,Esterad,Ciri,Undirected,1.0,6,1
216,1817,Zuleyka,Lebioda,Undirected,3.0,6,2
217,1818,Lebioda,Emhyr,Undirected,1.0,6,2
218,1819,Emhyr,Zuleyka,Undirected,1.0,6,2
219,1820,Jacob,Esterad,Undirected,1.0,6,2
220,1821,Lebioda,Esterad,Undirected,1.5,6,2
223,1824,Lebioda,King,Undirected,1.0,6,2
224,1825,Duke,Esterad,Undirected,2.5,6,2
226,1827,Julia,Zuleyka,Undirected,1.0,6,2
227,1828,Zuleyka,Duke,Undirected,1.0,6,2
229,1830,King,Baron,Undirected,1.0,6,2
230,1831,Ciri,Zuleyka,Undirected,1.0,6,1
231,1832,Esterad,Ithlinne,Undirected,1.0,6,2
232,1833,Vilgefortz,Yennefer,Undirected,5.0,6,1
234,1835,Vilgefortz,Philippa,Undirected,1.5,6,1
235,1836,Two,Yennefer,Undirected,1.0,6,1
236,1837,Crach,Ciri,Undirected,5.5,6,1
238,1839,Fringilla,Philippa,Undirected,1.0,6,1
239,1840,Philippa,Crach,Undirected,1.5,6,1
241,1842,Crach,Calanthe,Undirected,1.0,6,2
242,1843,Yennefer,Calanthe,Undirected,1.0,6,1
244,1845,Crach,Pavetta,Undirected,2.0,6,2
245,1846,Ciri,Pavetta,Undirected,2.0,6,1
246,1847,Pavetta,Yennefer,Undirected,1.5,6,1
247,1848,Pavetta,Geralt,Undirected,1.0,6,1
250,1851,Geralt,Crach,Undirected,1.0,6,1
251,1852,Sigrdrifa,Crach,Undirected,1.0,6,2
252,1853,Sigrdrifa,Yennefer,Undirected,6.5,6,1
254,1855,Sigrdrifa,Ciri,Undirected,2.5,6,1
256,1857,Geralt,Fringilla,Undirected,1.0,6,1
257,1858,Emhyr,Vissegerd,Undirected,1.0,6,2
258,1859,Ciri,Vissegerd,Undirected,1.0,6,1
259,1860,Triss,Crach,Undirected,3.0,6,2
262,1863,Triss,Ciri,Undirected,4.0,6,1
264,1865,Sigrdrifa,Vilgefortz,Undirected,1.0,6,2
265,1866,Vilgefortz,Crach,Undirected,1.0,6,2
268,1869,Ciri,Vilgefortz,Undirected,2.0,6,1
269,1870,Vysogota,Asse,Undirected,2.0,6,2
270,1871,Asse,Kelpie,Undirected,2.0,6,2
271,1872,Vissegerd,Geralt,Undirected,1.0,6,1
275,1876,Yennefer,Hjalmar,Undirected,2.0,6,1
276,1877,Crach,Hjalmar,Undirected,3.5,6,2
278,1879,Hjalmar,Ciri,Undirected,1.5,6,1
279,1880,Hjalmar,Pavetta,Undirected,1.0,6,2
280,1881,Calanthe,Radovid,Undirected,1.0,6,2
281,1882,Calanthe,Hjalmar,Undirected,2.0,6,2
282,1883,Ciri,Radovid,Undirected,1.0,6,1
286,1887,Radovid,Hjalmar,Undirected,1.0,6,2
289,1890,Yennefer,Philippa,Undirected,2.0,6,1
291,1892,Philippa,Ciri,Undirected,3.0,6,1
293,1894,Triss,Geralt,Undirected,1.0,6,1
294,1895,Crach,Two,Undirected,1.0,6,2
295,1896,Joanna,Stefan,Undirected,1.0,6,2
296,1897,Yennefer,Rience,Undirected,2.0,6,1
297,1898,Rience,Ciri,Undirected,2.5,6,1
299,1900,Vysogota,Rience,Undirected,1.0,6,2
301,1902,Rience,Falka,Undirected,1.5,6,2
302,1903,Rience,Emhyr,Undirected,1.0,6,2
303,1904,Vilgefortz,Sir,Undirected,2.0,6,2
304,1905,Vilgefortz,Ithlinne,Undirected,1.0,6,2
305,1906,Sir,Ithlinne,Undirected,1.0,6,2
306,1907,Vilgefortz,Ardal,Undirected,1.0,6,2
307,1908,Ardal,Emhyr,Undirected,1.0,6,2
308,1909,Emhyr,Stefan,Undirected,1.0,6,2
309,1910,Rience,Duke,Undirected,1.0,6,2
310,1911,Duke,Vattier,Undirected,2.0,6,2
311,1912,Two,Sir,Undirected,1.0,6,2
313,1914,Falka,Ori,Undirected,1.0,6,2
314,1915,Jan,Two,Undirected,1.0,6,2
317,1918,Ciri,Jan,Undirected,2.0,6,1
319,1920,Iola,Milo,Undirected,1.0,6,2
320,1921,Iola,Nenneke,Undirected,3.0,6,2
321,1922,Milo,Nenneke,Undirected,1.0,6,2
322,1923,Iola,Jarre,Undirected,1.0,6,2
323,1924,Ciri,Nenneke,Undirected,1.5,6,1
324,1925,Iola,Ciri,Undirected,1.0,6,1
325,1926,Iola,Triss,Undirected,1.0,6,2
328,1929,Ciri,Jarre,Undirected,2.0,6,1
332,1933,Vilgefortz,Triss,Undirected,1.0,6,2
333,1934,Rience,Ori,Undirected,1.0,6,2
335,1936,Kelpie,Iola,Undirected,1.0,6,2
336,1937,Mistle,Geralt,Undirected,1.0,6,1
