,Unnamed: 0,Source,Target,Type,Weight,book,group
144,1295,Percival,Figgis,Undirected,1.0,5,2
146,1297,Emiel,Zoltan,Undirected,2.5,5,2
147,1298,Emiel,Geralt,Undirected,2.5,5,1
149,1300,Geralt,Sir,Undirected,2.5,5,1
150,1301,Sir,Zoltan,Undirected,1.5,5,2
153,1304,Yennefer,Dandelion,Undirected,2.0,5,1
154,1305,Yennefer,Geralt,Undirected,5.5,5,1
156,1307,Geralt,Two,Undirected,2.0,5,1
157,1308,Two,Percival,Undirected,1.0,5,2
158,1309,Zoltan,Brouver,Undirected,1.0,5,2
160,1311,King,Brouver,Undirected,1.0,5,2
161,1312,Dandelion,Count,Undirected,4.5,5,1
162,1313,Ciri,Count,Undirected,2.0,5,1
163,1314,Falka,Ciri,Undirected,3.0,5,1
165,1316,Falka,Kayleigh,Undirected,1.0,5,2
166,1317,Ciri,Kayleigh,Undirected,2.0,5,1
168,1319,Emiel,Percival,Undirected,1.0,5,2
170,1321,Munro,Dandelion,Undirected,1.0,5,1
171,1322,Munro,Milva,Undirected,2.0,5,2
172,1323,Two,Dandelion,Undirected,1.0,5,1
174,1325,Percival,Sir,Undirected,1.5,5,2
175,1326,Geralt,Count,Undirected,3.0,5,1
177,1328,Field,Sir,Undirected,1.0,5,2
179,1330,Geralt,Kayleigh,Undirected,1.0,5,1
180,1331,Mistle,Ciri,Undirected,4.5,5,1
181,1332,Dandelion,Aubry,Undirected,1.0,5,1
182,1333,Dandelion,Sir,Undirected,3.5,5,1
183,1334,Aubry,Sir,Undirected,2.0,5,2
184,1335,Aubry,Geralt,Undirected,1.0,5,1
188,1339,Dandelion,Emhyr,Undirected,2.0,5,1
189,1340,Daniel,Dandelion,Undirected,1.0,5,1
190,1341,Count,Foltest,Undirected,1.0,5,1
192,1343,Foltest,Geralt,Undirected,1.0,5,1
194,1345,Calanthe,Pavetta,Undirected,1.0,5,2
195,1346,Calanthe,Geralt,Undirected,1.0,5,1
196,1347,Pavetta,Geralt,Undirected,1.0,5,1
197,1348,Count,Daniel,Undirected,1.0,5,2
199,1350,Dandelion,Calanthe,Undirected,1.0,5,1
200,1351,Daniel,Calanthe,Undirected,1.0,5,2
201,1352,Daniel,Emhyr,Undirected,1.0,5,2
202,1353,Calanthe,Emhyr,Undirected,1.5,5,2
204,1355,Vissegerd,Foltest,Undirected,1.5,5,1
205,1356,Vissegerd,Daniel,Undirected,1.0,5,2
206,1357,Foltest,Daniel,Undirected,1.0,5,1
209,1360,Vissegerd,Geralt,Undirected,7.5,5,1
211,1362,Dandelion,Vissegerd,Undirected,6.0,5,1
212,1363,Vissegerd,Count,Undirected,3.5,5,2
214,1365,Count,Sir,Undirected,3.0,5,2
215,1366,Vissegerd,Sir,Undirected,1.5,5,2
217,1368,Vreemde,Morteisen,Undirected,1.0,5,2
218,1369,Cahir,Dandelion,Undirected,16.5,5,1
219,1370,Sir,Demavend,Undirected,1.0,5,2
220,1371,Demavend,Vilgefortz,Undirected,1.0,5,2
221,1372,Demavend,Rience,Undirected,1.0,5,2
222,1373,Vilgefortz,Rience,Undirected,1.0,5,2
223,1374,Vattier,Francesca,Undirected,1.0,5,2
224,1375,Francesca,Cahir,Undirected,1.0,5,2
225,1376,Cahir,Rience,Undirected,2.0,5,2
226,1377,Stefan,Vattier,Undirected,1.0,5,2
227,1378,Stefan,Milva,Undirected,1.0,5,2
228,1379,Vattier,Milva,Undirected,1.0,5,2
229,1380,Ciri,Beau,Undirected,2.0,5,1
230,1381,Ciri,Cahir,Undirected,4.0,5,1
231,1382,Beau,Cahir,Undirected,1.0,5,2
232,1383,Cahir,Milva,Undirected,18.5,5,2
234,1385,Milva,Fringilla,Undirected,1.0,5,2
235,1386,Milva,Assire,Undirected,1.0,5,2
236,1387,Ciri,Fringilla,Undirected,3.0,5,1
237,1388,Ciri,Assire,Undirected,1.5,5,1
238,1389,Fringilla,Assire,Undirected,7.0,5,2
239,1390,Fringilla,Merlin,Undirected,1.0,5,2
240,1391,Assire,Merlin,Undirected,1.5,5,2
245,1396,Assire,Albrich,Undirected,1.0,5,2
246,1397,King,Albrich,Undirected,1.0,5,2
248,1399,Assire,Xarthisius,Undirected,2.0,5,2
249,1400,Stella,Assire,Undirected,1.0,5,2
250,1401,Stella,Emhyr,Undirected,1.0,5,2
251,1402,Emhyr,Fringilla,Undirected,1.0,5,2
252,1403,Emhyr,Xarthisius,Undirected,1.0,5,2
253,1404,Fringilla,Xarthisius,Undirected,1.0,5,2
256,1407,Emhyr,Cahir,Undirected,3.5,5,2
259,1410,Cahir,Assire,Undirected,1.5,5,2
261,1412,Cahir,Fringilla,Undirected,1.0,5,2
262,1413,Cahir,Seven,Undirected,1.5,5,2
264,1415,Milva,Seven,Undirected,2.5,5,2
267,1418,Dandelion,Gar,Undirected,1.0,5,1
268,1419,Vissegerd,Gar,Undirected,1.0,5,2
269,1420,Gar,Geralt,Undirected,1.0,5,1
272,1423,Dandelion,Seven,Undirected,2.5,5,1
273,1424,Geralt,Seven,Undirected,3.0,5,1
277,1428,Philippa,Dandelion,Undirected,1.0,5,1
278,1429,Milva,Emiel,Undirected,1.0,5,2
280,1431,Kayleigh,Mistle,Undirected,1.0,5,2
283,1434,Mistle,Cahir,Undirected,1.0,5,2
287,1438,Vattier,Ida,Undirected,1.0,5,2
288,1439,Ida,Francesca,Undirected,1.0,5,2
289,1440,Ida,Henselt,Undirected,1.0,5,2
290,1441,Francesca,Henselt,Undirected,1.0,5,2
292,1443,Philippa,Ida,Undirected,2.5,5,1
294,1445,Margarita,Ida,Undirected,1.0,5,2
295,1446,Margarita,Ithlinne,Undirected,1.0,5,2
296,1447,Philippa,Ithlinne,Undirected,1.0,5,1
297,1448,Sabrina,Ida,Undirected,1.5,5,2
298,1449,Sabrina,Ithlinne,Undirected,1.0,5,2
299,1450,Ida,Ithlinne,Undirected,1.0,5,2
300,1451,Ithlinne,Francesca,Undirected,1.0,5,2
301,1452,Francesca,Yennefer,Undirected,8.0,5,1
303,1454,Yennefer,Gar,Undirected,1.5,5,1
304,1455,Francesca,Gar,Undirected,1.0,5,2
305,1456,Francesca,Ciri,Undirected,2.5,5,1
306,1457,Gar,Ciri,Undirected,1.0,5,1
308,1459,Ciri,Yennefer,Undirected,8.5,5,1
310,1461,Yennefer,Vilgefortz,Undirected,3.0,5,1
311,1462,Yennefer,Tissaia,Undirected,1.0,5,1
312,1463,Francesca,Vilgefortz,Undirected,1.0,5,2
313,1464,Francesca,Tissaia,Undirected,1.0,5,2
314,1465,Vilgefortz,Tissaia,Undirected,1.0,5,2
317,1468,Geralt,Francesca,Undirected,1.0,5,1
318,1469,Keira,Ciri,Undirected,1.0,5,1
319,1470,Ciri,Vilgefortz,Undirected,2.5,5,1
321,1472,Yennefer,Triss,Undirected,3.5,5,1
322,1473,Yennefer,Philippa,Undirected,5.5,5,1
324,1475,Ciri,Philippa,Undirected,2.0,5,1
326,1477,Fringilla,Philippa,Undirected,6.5,5,1
328,1479,Fringilla,Triss,Undirected,1.5,5,2
329,1480,Sabrina,Fringilla,Undirected,1.5,5,2
331,1482,Fringilla,Keira,Undirected,1.0,5,2
334,1485,Yennefer,Keira,Undirected,1.0,5,1
336,1487,Keira,Ida,Undirected,1.0,5,2
338,1489,Triss,Ida,Undirected,1.0,5,2
339,1490,Triss,Blue,Undirected,1.0,5,2
340,1491,Philippa,Blue,Undirected,1.0,5,1
341,1492,Philippa,Aen,Undirected,1.0,5,1
342,1493,Fringilla,Ida,Undirected,1.5,5,2
343,1494,Fringilla,Blue,Undirected,1.0,5,2
344,1495,Fringilla,Aen,Undirected,1.5,5,2
345,1496,Ida,Blue,Undirected,1.0,5,2
346,1497,Ida,Aen,Undirected,2.0,5,2
347,1498,Blue,Aen,Undirected,2.0,5,2
352,1503,Fringilla,Yennefer,Undirected,10.0,5,1
355,1506,Ciri,Iskra,Undirected,2.0,5,1
357,1508,Ciri,Asse,Undirected,1.0,5,1
359,1510,Iskra,Kayleigh,Undirected,1.0,5,2
360,1511,Baron,Philippa,Undirected,1.0,5,1
363,1514,Assire,Yennefer,Undirected,4.5,5,1
366,1517,Assire,Rience,Undirected,1.0,5,2
367,1518,Rience,Ciri,Undirected,1.0,5,1
368,1519,Tissaia,Ida,Undirected,1.0,5,2
370,1521,Ida,Assire,Undirected,1.0,5,2
373,1524,Francesca,Falka,Undirected,2.0,5,2
374,1525,Falka,Sabrina,Undirected,1.0,5,2
375,1526,Falka,Assire,Undirected,1.5,5,2
379,1530,Falka,Yennefer,Undirected,1.0,5,1
380,1531,Philippa,Falka,Undirected,2.0,5,1
381,1532,Falka,Anna,Undirected,1.0,5,2
382,1533,Ciri,Anna,Undirected,1.0,5,1
383,1534,Anna,Beau,Undirected,1.0,5,2
384,1535,Anna,Francesca,Undirected,1.0,5,2
385,1536,Beau,Francesca,Undirected,1.0,5,2
386,1537,Sabrina,Adalia,Undirected,1.0,5,2
387,1538,Adalia,Assire,Undirected,2.0,5,2
388,1539,Francesca,Adalia,Undirected,1.0,5,2
390,1541,Adalia,Yennefer,Undirected,2.0,5,1
391,1542,Adalia,Calanthe,Undirected,1.0,5,2
392,1543,Adalia,Margarita,Undirected,1.0,5,2
393,1544,Adalia,Anna,Undirected,1.0,5,2
394,1545,Calanthe,Margarita,Undirected,1.0,5,2
395,1546,Calanthe,Anna,Undirected,1.0,5,2
396,1547,Margarita,Anna,Undirected,1.0,5,2
397,1548,Anna,Assire,Undirected,1.0,5,2
398,1549,Geralt,Fringilla,Undirected,1.0,5,1
399,1550,Ciri,Sabrina,Undirected,2.5,5,1
400,1551,Triss,Emhyr,Undirected,1.0,5,2
401,1552,Emhyr,Keira,Undirected,2.0,5,2
402,1553,Emhyr,Yennefer,Undirected,1.0,5,1
404,1555,Vilgefortz,Sir,Undirected,3.0,5,2
405,1556,Vilgefortz,Ida,Undirected,2.0,5,2
406,1557,Ida,Yennefer,Undirected,1.0,5,1
408,1559,Ida,Ciri,Undirected,2.0,5,1
409,1560,Yennefer,Margarita,Undirected,1.0,5,1
410,1561,Yennefer,Sabrina,Undirected,1.5,5,1
411,1562,Margarita,Ciri,Undirected,2.0,5,1
412,1563,Margarita,Vilgefortz,Undirected,1.0,5,2
413,1564,Sabrina,Vilgefortz,Undirected,1.0,5,2
414,1565,Triss,Geralt,Undirected,1.0,5,1
417,1568,Fringilla,Two,Undirected,1.0,5,2
418,1569,Two,Seven,Undirected,1.0,5,2
419,1570,Two,Connor,Undirected,1.0,5,2
420,1571,Seven,Connor,Undirected,1.0,5,2
422,1573,Geralt,Forest,Undirected,1.0,5,1
423,1574,Emiel,Roach,Undirected,1.0,5,2
424,1575,Roach,Cahir,Undirected,1.0,5,2
425,1576,Geralt,Blue,Undirected,1.0,5,1
426,1577,Milva,Blue,Undirected,1.0,5,2
427,1578,Blue,Cahir,Undirected,2.0,5,2
429,1580,King,Dandelion,Undirected,1.0,5,1
430,1581,Geralt,Ethain,Undirected,1.0,5,1
431,1582,Ethain,Cahir,Undirected,2.0,5,2
432,1583,Ethain,Dandelion,Undirected,1.0,5,1
434,1585,Cahir,Vissegerd,Undirected,1.0,5,2
435,1586,Geralt,Vesemir,Undirected,1.0,5,1
436,1587,Geralt,Dyffryn,Undirected,1.0,5,1
437,1588,Vesemir,Dandelion,Undirected,1.0,5,1
438,1589,Vesemir,Cahir,Undirected,1.0,5,1
439,1590,Vesemir,Dyffryn,Undirected,1.0,5,1
440,1591,Dandelion,Dyffryn,Undirected,1.0,5,1
441,1592,Cahir,Dyffryn,Undirected,1.0,5,2
444,1595,Cahir,Two,Undirected,1.0,5,2
446,1597,Meve,Geralt,Undirected,4.0,5,1
448,1599,Meve,Milva,Undirected,1.0,5,2
