,Unnamed: 0,Source,Target,Type,Weight,book,group
453,2391,Pavetta,Cyrus,Undirected,1.0,7,2
454,2392,Calanthe,Cyrus,Undirected,1.0,7,2
456,2394,Calanthe,Triss,Undirected,1.0,7,2
458,2396,Shilard,King,Undirected,1.0,7,2
459,2397,Shilard,Foltest,Undirected,2.0,7,1
460,2398,Shilard,Henselt,Undirected,1.0,7,2
461,2399,King,Foltest,Undirected,1.0,7,1
462,2400,King,Henselt,Undirected,2.0,7,2
463,2401,Foltest,Henselt,Undirected,2.5,7,1
465,2403,Henselt,Meve,Undirected,1.5,7,2
466,2404,Henselt,Demavend,Undirected,3.0,7,2
467,2405,King,Demavend,Undirected,3.0,7,2
468,2406,Meve,Demavend,Undirected,1.0,7,2
471,2409,Foltest,Demavend,Undirected,1.0,7,1
472,2410,Demavend,Cyrus,Undirected,2.0,7,2
473,2411,Demavend,Shilard,Undirected,2.0,7,2
474,2412,Cyrus,Shilard,Undirected,1.0,7,2
475,2413,Sabrina,Emhyr,Undirected,1.0,7,2
476,2414,Sabrina,Demavend,Undirected,2.0,7,2
477,2415,Sabrina,Shilard,Undirected,1.0,7,2
478,2416,Emhyr,Demavend,Undirected,2.0,7,2
479,2417,Emhyr,Shilard,Undirected,2.0,7,2
480,2418,Demavend,Assire,Undirected,3.0,7,2
481,2419,Shilard,Assire,Undirected,1.0,7,2
483,2421,Sabrina,Francesca,Undirected,2.5,7,2
487,2425,Francesca,King,Undirected,1.5,7,2
488,2426,Sabrina,King,Undirected,1.0,7,2
489,2427,Margarita,King,Undirected,1.0,7,2
490,2428,Margarita,Demavend,Undirected,1.0,7,2
491,2429,Francesca,Demavend,Undirected,2.5,7,2
496,2434,Demavend,Philippa,Undirected,3.0,7,1
499,2437,Riordain,Isengrim,Undirected,1.0,7,2
500,2438,Shilard,Baron,Undirected,3.0,7,2
501,2439,Baron,Ambassador,Undirected,1.0,7,2
502,2440,Ambassador,Shilard,Undirected,1.0,7,2
506,2444,Foltest,Meve,Undirected,1.5,7,1
509,2447,Meve,Calanthe,Undirected,1.0,7,2
510,2448,Foltest,Calanthe,Undirected,1.0,7,1
511,2449,Philippa,Foltest,Undirected,1.0,7,1
513,2451,Foltest,Emhyr,Undirected,1.0,7,1
514,2452,Philippa,Emhyr,Undirected,1.0,7,1
515,2453,Emhyr,Margarita,Undirected,1.0,7,2
516,2454,Margarita,Assire,Undirected,1.0,7,2
517,2455,Triss,Vattier,Undirected,1.0,7,2
519,2457,Vattier,Count,Undirected,2.0,7,2
520,2458,Vattier,Stefan,Undirected,1.0,7,2
521,2459,Zuleyka,Ciri,Undirected,2.0,7,1
522,2460,Zuleyka,Calanthe,Undirected,1.0,7,2
523,2461,Zuleyka,Shilard,Undirected,1.0,7,2
525,2463,Ciri,Shilard,Undirected,1.0,7,1
526,2464,Calanthe,Shilard,Undirected,1.0,7,2
528,2466,Pavetta,Philippa,Undirected,1.0,7,1
529,2467,Demavend,Radovid,Undirected,1.0,7,2
530,2468,Cyrus,Radovid,Undirected,2.0,7,2
531,2469,Philippa,Radovid,Undirected,1.0,7,1
532,2470,Nenneke,Iola,Undirected,1.0,7,2
533,2471,Iola,Milo,Undirected,1.0,7,2
534,2472,Philippa,Sigismund,Undirected,1.0,7,1
535,2473,Lucienne,Jarre,Undirected,7.0,7,2
537,2475,Two,Lucienne,Undirected,1.0,7,2
538,2476,Toruviel,Lucienne,Undirected,1.0,7,2
539,2477,Rayla,Barclay,Undirected,2.0,7,2
544,2482,Beau,Count,Undirected,1.0,7,2
545,2483,Julia,Ciri,Undirected,1.0,7,1
546,2484,Julia,Count,Undirected,2.0,7,2
556,2494,Yennefer,Kelpie,Undirected,3.5,7,1
558,2496,Kelpie,Dandelion,Undirected,1.0,7,1
559,2497,Yennefer,Triss,Undirected,12.5,7,1
560,2498,Ciri,Margarita,Undirected,1.5,7,1
563,2501,Margarita,Yennefer,Undirected,1.5,7,1
567,2505,Ciri,Francesca,Undirected,2.5,7,1
568,2506,Francesca,Yennefer,Undirected,1.5,7,1
569,2507,Francesca,Tissaia,Undirected,1.5,7,2
570,2508,Yennefer,Tissaia,Undirected,5.5,7,1
571,2509,Tissaia,Ciri,Undirected,2.0,7,1
573,2511,Philippa,Esterad,Undirected,1.0,7,1
574,2512,Philippa,Zuleyka,Undirected,1.0,7,1
575,2513,Esterad,Zuleyka,Undirected,1.0,7,2
576,2514,Esterad,Ciri,Undirected,1.0,7,1
580,2518,Geralt,Margarita,Undirected,2.0,7,1
582,2520,Ciri,Sabrina,Undirected,2.0,7,1
584,2522,Sabrina,Geralt,Undirected,1.5,7,1
585,2523,Keira,Geralt,Undirected,1.0,7,1
586,2524,Keira,Yennefer,Undirected,1.0,7,1
588,2526,Sabrina,Yennefer,Undirected,2.5,7,1
590,2528,Triss,Tissaia,Undirected,1.0,7,2
591,2529,Geralt,Tissaia,Undirected,1.0,7,1
592,2530,Margarita,Tissaia,Undirected,1.0,7,2
594,2532,Ida,Ciri,Undirected,1.0,7,1
595,2533,Assire,Ciri,Undirected,1.0,7,1
597,2535,Dandelion,Meve,Undirected,1.0,7,1
600,2538,Yarpen,Zoltan,Undirected,6.5,7,2
602,2540,Zoltan,King,Undirected,1.0,7,2
603,2541,Yarpen,King,Undirected,2.0,7,2
606,2544,Zoltan,Percival,Undirected,1.0,7,2
607,2545,Percival,Field,Undirected,1.0,7,2
608,2546,Field,Yarpen,Undirected,1.0,7,2
609,2547,Zoltan,Regan,Undirected,1.0,7,2
610,2548,Yarpen,Eudora,Undirected,2.0,7,2
611,2549,Zoltan,Eudora,Undirected,1.5,7,2
613,2551,Eudora,Dandelion,Undirected,1.0,7,1
614,2552,Zoltan,Dandelion,Undirected,1.5,7,1
615,2553,Yennefer,King,Undirected,1.0,7,1
616,2554,Yarpen,Geralt,Undirected,2.0,7,1
617,2555,Dandelion,Yarpen,Undirected,2.0,7,1
619,2557,King,Dandelion,Undirected,1.0,7,1
621,2559,Zoltan,Sword,Undirected,1.0,7,2
622,2560,Eskel,Geralt,Undirected,1.0,7,1
623,2561,Eskel,Vesemir,Undirected,2.5,7,1
624,2562,Eskel,Lambert,Undirected,1.0,7,1
625,2563,Geralt,Vesemir,Undirected,1.0,7,1
626,2564,Geralt,Lambert,Undirected,2.0,7,1
627,2565,Vesemir,Lambert,Undirected,1.5,7,1
632,2570,Geralt,Zoltan,Undirected,1.0,7,1
634,2572,Triss,Kelpie,Undirected,1.5,7,2
636,2574,Triss,Alzur,Undirected,1.0,7,2
637,2575,Yennefer,Alzur,Undirected,1.0,7,1
638,2576,Nimue,Triss,Undirected,2.0,7,2
640,2578,Dandelion,Yennefer,Undirected,1.5,7,1
642,2580,Dandelion,Triss,Undirected,1.0,7,1
645,2583,Yennefer,Cahir,Undirected,1.0,7,1
646,2584,Yennefer,Milva,Undirected,1.0,7,1
647,2585,Yennefer,Zoltan,Undirected,1.0,7,1
648,2586,Cahir,Zoltan,Undirected,1.0,7,2
649,2587,Cahir,Triss,Undirected,1.0,7,2
650,2588,Milva,Zoltan,Undirected,1.0,7,2
651,2589,Milva,Triss,Undirected,1.0,7,2
652,2590,Milva,Lytta,Undirected,1.0,7,2
653,2591,Zoltan,Triss,Undirected,1.0,7,2
654,2592,Zoltan,Lytta,Undirected,1.0,7,2
655,2593,Zoltan,Ciri,Undirected,1.0,7,1
656,2594,Triss,Lytta,Undirected,1.0,7,2
657,2595,Lytta,Ciri,Undirected,2.0,7,1
660,2598,Triss,Yarpen,Undirected,1.0,7,2
661,2599,Dandelion,Mistle,Undirected,1.0,7,1
