,Unnamed: 0,Source,Target,Type,Weight,book,group
116,840,Fabio,Gar,Undirected,1.0,4,2
117,841,Count,Ciri,Undirected,1.0,4,1
118,842,Ciri,Nenneke,Undirected,2.0,4,1
119,843,Fabio,Nenneke,Undirected,1.0,4,2
120,844,Nenneke,Gar,Undirected,1.0,4,2
121,845,Gar,Ciri,Undirected,4.0,4,1
122,846,Two,Ciri,Undirected,3.0,4,1
123,847,Two,Fabio,Undirected,1.0,4,2
125,849,Ciri,Tissaia,Undirected,2.5,4,1
126,850,Ciri,Anna,Undirected,1.0,4,1
128,852,Anna,Yennefer,Undirected,1.0,4,1
129,853,Yennefer,Margarita,Undirected,2.0,4,1
130,854,Tissaia,Margarita,Undirected,2.0,4,2
131,855,Tissaia,Yennefer,Undirected,5.0,4,1
134,858,Falka,Rayla,Undirected,2.0,4,2
135,859,Rayla,Ciri,Undirected,2.0,4,1
136,860,Yennefer,Rayla,Undirected,1.0,4,1
139,863,Ciri,Margarita,Undirected,1.0,4,1
140,864,Tissaia,Geralt,Undirected,3.0,4,1
143,867,Ciri,Yaevinn,Undirected,2.0,4,1
144,868,Ciri,King,Undirected,1.5,4,1
145,869,Ciri,Bran,Undirected,1.5,4,1
147,871,King,Bran,Undirected,1.0,4,2
149,873,Dandelion,Falka,Undirected,1.0,4,1
150,874,Count,Dandelion,Undirected,1.0,4,1
151,875,Dandelion,Yennefer,Undirected,3.0,4,1
153,877,Dandelion,Ciri,Undirected,5.5,4,1
155,879,Geralt,Dandelion,Undirected,9.5,4,1
156,880,Sabrina,Geralt,Undirected,3.0,4,1
157,881,Yennefer,Sabrina,Undirected,2.5,4,1
160,884,Geralt,Philippa,Undirected,3.0,4,1
161,885,Yennefer,Philippa,Undirected,4.0,4,1
163,887,Yennefer,Henselt,Undirected,1.0,4,1
165,889,Philippa,Triss,Undirected,3.0,4,1
167,891,Triss,Yennefer,Undirected,5.0,4,1
170,894,Triss,Geralt,Undirected,3.5,4,1
172,896,Geralt,Esterad,Undirected,1.0,4,1
173,897,Triss,Esterad,Undirected,2.0,4,2
174,898,Geralt,Vilgefortz,Undirected,11.0,4,1
175,899,Geralt,Francesca,Undirected,1.0,4,1
176,900,Vilgefortz,Francesca,Undirected,2.0,4,2
177,901,Vilgefortz,Carduin,Undirected,2.0,4,2
178,902,Carduin,Philippa,Undirected,1.5,4,1
180,904,Geralt,Count,Undirected,1.0,4,1
181,905,Two,King,Undirected,1.0,4,2
182,906,Francesca,Sabrina,Undirected,1.0,4,2
183,907,Marti,Sabrina,Undirected,2.0,4,2
185,909,Marti,Geralt,Undirected,2.0,4,1
186,910,Geralt,Dorregaray,Undirected,4.0,4,1
187,911,Yennefer,Dorregaray,Undirected,1.0,4,1
189,913,Sabrina,Dorregaray,Undirected,1.0,4,2
190,914,Philippa,Dorregaray,Undirected,1.0,4,1
192,916,Sabrina,Ethain,Undirected,1.0,4,2
194,918,Ethain,Henselt,Undirected,1.0,4,2
195,919,Henselt,Marti,Undirected,1.0,4,2
196,920,Yennefer,Keira,Undirected,2.5,4,1
197,921,Keira,Sabrina,Undirected,1.0,4,2
199,923,Keira,Marti,Undirected,2.0,4,2
200,924,Keira,Philippa,Undirected,2.0,4,1
201,925,Marti,Philippa,Undirected,2.0,4,1
204,928,Yennefer,Vilgefortz,Undirected,4.5,4,1
205,929,Yennefer,Artaud,Undirected,1.0,4,1
206,930,Yennefer,Francesca,Undirected,2.0,4,1
209,933,Artaud,Francesca,Undirected,1.0,4,2
210,934,Artaud,Tissaia,Undirected,1.5,4,2
211,935,Francesca,Tissaia,Undirected,2.5,4,2
212,936,Tissaia,Vilgefortz,Undirected,4.5,4,2
216,940,Lydia,Vilgefortz,Undirected,4.0,4,2
217,941,Geralt,Lydia,Undirected,3.5,4,1
218,942,Beau,Vilgefortz,Undirected,1.0,4,2
219,943,Leticia,Tissaia,Undirected,1.0,4,2
220,944,Leticia,Lydia,Undirected,1.0,4,2
221,945,Tissaia,Lydia,Undirected,2.0,4,2
223,947,Lydia,Falka,Undirected,1.0,4,2
224,948,Geralt,Falka,Undirected,2.0,4,1
225,949,Aen,Lydia,Undirected,1.0,4,2
226,950,Lydia,Ciri,Undirected,1.0,4,1
228,952,Geralt,Gar,Undirected,2.0,4,1
229,953,Yennefer,Lydia,Undirected,1.0,4,1
230,954,Vilgefortz,Ciri,Undirected,2.5,4,1
231,955,Vilgefortz,Codringher,Undirected,2.0,4,2
232,956,Ciri,Triss,Undirected,1.0,4,1
233,957,Falka,Pavetta,Undirected,1.5,4,2
234,958,Falka,Ithlinne,Undirected,1.5,4,2
236,960,Pavetta,Ithlinne,Undirected,1.0,4,2
238,962,Falka,Codringher,Undirected,1.0,4,2
241,965,Rience,Emhyr,Undirected,1.0,4,2
242,966,Artaud,Keira,Undirected,1.0,4,2
243,967,Artaud,Geralt,Undirected,1.0,4,1
244,968,Keira,Geralt,Undirected,4.0,4,1
247,971,Lydia,Sabrina,Undirected,1.0,4,2
248,972,Sabrina,Triss,Undirected,1.0,4,2
250,974,Triss,Lydia,Undirected,2.0,4,2
251,975,Triss,Vilgefortz,Undirected,1.5,4,2
252,976,Gar,Philippa,Undirected,2.0,4,1
253,977,Gar,Marti,Undirected,1.0,4,2
258,982,Tissaia,Philippa,Undirected,4.5,4,1
259,983,Lydia,Artaud,Undirected,1.0,4,2
260,984,Lydia,Philippa,Undirected,2.5,4,1
261,985,Artaud,Philippa,Undirected,2.0,4,1
263,987,Triss,Keira,Undirected,1.0,4,2
264,988,Triss,Tissaia,Undirected,1.0,4,2
265,989,Keira,Tissaia,Undirected,2.0,4,2
267,991,Keira,Gar,Undirected,2.5,4,2
268,992,Sigismund,Voymir,Undirected,1.0,4,2
269,993,Philippa,King,Undirected,2.0,4,1
270,994,Dorregaray,Marti,Undirected,1.0,4,2
271,995,Dorregaray,Carduin,Undirected,2.0,4,2
272,996,Marti,Carduin,Undirected,2.0,4,2
274,998,Carduin,Gar,Undirected,2.0,4,2
277,1001,Carduin,Tissaia,Undirected,1.0,4,2
278,1002,Gar,Tissaia,Undirected,1.0,4,2
279,1003,Gar,Francesca,Undirected,1.0,4,2
281,1005,Francesca,Marti,Undirected,1.0,4,2
282,1006,Francesca,Dorregaray,Undirected,1.0,4,2
283,1007,Vilgefortz,Marti,Undirected,1.0,4,2
284,1008,Vilgefortz,Dorregaray,Undirected,1.0,4,2
288,1012,Keira,Vilgefortz,Undirected,1.0,4,2
289,1013,Philippa,Demavend,Undirected,1.5,4,1
290,1014,Sabrina,Demavend,Undirected,1.0,4,2
291,1015,Sabrina,Tissaia,Undirected,1.0,4,2
292,1016,Demavend,Tissaia,Undirected,1.0,4,2
295,1019,Esterad,Carduin,Undirected,1.0,4,2
296,1020,Esterad,Sabrina,Undirected,1.0,4,2
297,1021,Carduin,Sabrina,Undirected,1.0,4,2
299,1023,Emhyr,Vilgefortz,Undirected,4.5,4,2
301,1025,Francesca,Emhyr,Undirected,1.0,4,2
302,1026,Francesca,Philippa,Undirected,1.0,4,1
304,1028,Emhyr,Tissaia,Undirected,1.0,4,2
305,1029,Sabrina,Foltest,Undirected,1.0,4,1
307,1031,Foltest,Philippa,Undirected,1.0,4,1
308,1032,Foltest,King,Undirected,2.0,4,1
309,1033,King,Tissaia,Undirected,2.0,4,2
311,1035,Rience,Vilgefortz,Undirected,1.0,4,2
313,1037,Ciri,Emhyr,Undirected,2.0,4,1
316,1040,Gar,Vilgefortz,Undirected,1.0,4,2
317,1041,Emhyr,Geralt,Undirected,1.0,4,1
318,1042,Artaud,Emhyr,Undirected,1.0,4,2
319,1043,Artaud,Vilgefortz,Undirected,1.0,4,2
321,1045,Gar,Triss,Undirected,1.0,4,2
322,1046,Triss,King,Undirected,1.0,4,2
324,1048,Emhyr,Morvran,Undirected,1.0,4,2
325,1049,Emhyr,Jan,Undirected,1.0,4,2
326,1050,Morvran,Jan,Undirected,1.0,4,2
327,1051,Dandelion,Venzlav,Undirected,1.0,4,1
330,1054,Dandelion,Triss,Undirected,2.0,4,1
331,1055,Triss,Venzlav,Undirected,1.0,4,2
332,1056,Venzlav,Geralt,Undirected,1.0,4,1
334,1058,Geralt,Fauve,Undirected,1.0,4,1
335,1059,Fauve,Dandelion,Undirected,1.5,4,1
336,1060,Emhyr,Two,Undirected,1.0,4,2
337,1061,King,Demavend,Undirected,1.0,4,2
338,1062,Bronibor,Foltest,Undirected,1.0,4,1
339,1063,Bronibor,Emhyr,Undirected,1.0,4,2
340,1064,Foltest,Emhyr,Undirected,2.0,4,1
341,1065,Demavend,Hereward,Undirected,2.0,4,2
342,1066,Hereward,Emhyr,Undirected,1.0,4,2
344,1068,Ciri,Henselt,Undirected,1.0,4,1
345,1069,Henselt,Foltest,Undirected,1.0,4,1
346,1070,Henselt,Demavend,Undirected,1.0,4,2
347,1071,Demavend,Dandelion,Undirected,1.0,4,1
348,1072,Dandelion,Menno,Undirected,1.0,4,1
349,1073,Menno,Geralt,Undirected,1.0,4,1
350,1074,Esterad,Vilgefortz,Undirected,2.0,4,2
351,1075,Esterad,Emhyr,Undirected,2.0,4,2
352,1076,Vilgefortz,Dandelion,Undirected,2.0,4,1
353,1077,Emhyr,Dandelion,Undirected,1.0,4,1
354,1078,Filavandrel,Henselt,Undirected,2.0,4,2
355,1079,Emhyr,Filavandrel,Undirected,3.0,4,2
357,1081,Filavandrel,Foltest,Undirected,1.0,4,1
360,1084,Emhyr,Aen,Undirected,1.0,4,2
361,1085,Dandelion,Gar,Undirected,1.0,4,1
363,1087,Gar,Fauve,Undirected,1.0,4,2
365,1089,Ardal,Emhyr,Undirected,1.0,4,2
366,1090,Count,Emhyr,Undirected,1.0,4,2
367,1091,Vattier,Emhyr,Undirected,1.0,4,2
368,1092,Vattier,Stefan,Undirected,1.0,4,2
369,1093,Emhyr,Stefan,Undirected,2.0,4,2
370,1094,Emhyr,Xarthisius,Undirected,1.0,4,2
373,1097,Vattier,Ceallach,Undirected,1.0,4,2
374,1098,Xarthisius,Vilgefortz,Undirected,1.0,4,2
375,1099,Cahir,Emhyr,Undirected,1.0,4,2
377,1101,Cahir,Ceallach,Undirected,1.0,4,2
378,1102,Cahir,Vattier,Undirected,1.0,4,2
380,1104,Vattier,Adda,Undirected,1.0,4,1
381,1105,Adda,Ciri,Undirected,1.0,4,1
382,1106,Jarre,Geralt,Undirected,1.0,4,1
383,1107,Ciri,Seven,Undirected,1.0,4,1
384,1108,Ciri,Little,Undirected,8.5,4,1
386,1110,Aen,Ciri,Undirected,2.0,4,1
387,1111,Calanthe,Paulie,Undirected,1.0,4,2
388,1112,Calanthe,Vilgefortz,Undirected,1.0,4,2
389,1113,Paulie,Vilgefortz,Undirected,1.0,4,2
391,1115,Little,Falka,Undirected,1.0,4,2
392,1116,Blue,Ciri,Undirected,6.0,4,1
395,1119,Blue,Two,Undirected,8.5,4,2
397,1121,Blue,Sir,Undirected,1.0,4,2
398,1122,Ciri,Sir,Undirected,1.0,4,1
400,1124,Ciri,Kayleigh,Undirected,14.0,4,1
401,1125,Kayleigh,Baron,Undirected,2.5,4,2
402,1126,Baron,Ciri,Undirected,2.0,4,1
405,1129,Kayleigh,Iskra,Undirected,4.0,4,2
406,1130,Iskra,Ciri,Undirected,6.5,4,1
407,1131,Ciri,Mistle,Undirected,9.5,4,1
408,1132,Mistle,Little,Undirected,1.0,4,2
411,1135,Kayleigh,Mistle,Undirected,4.5,4,2
413,1137,Mistle,Iskra,Undirected,4.0,4,2
415,1139,Falka,Ciri,Undirected,2.5,4,1
417,1141,Mistle,Falka,Undirected,1.0,4,2
419,1143,Kayleigh,Emhyr,Undirected,1.0,4,2
421,1145,Aen,Mistle,Undirected,1.0,4,2
422,1146,Aen,Rudiger,Undirected,1.0,4,2
423,1147,Mistle,Rudiger,Undirected,1.0,4,2
425,1149,Mistle,Asse,Undirected,2.0,4,2
426,1150,Kayleigh,Asse,Undirected,1.0,4,2
